,name,hist,ssp1,ssp3,ssp5
0,LarsenD,15.947117969759754,15.195965896453929,10.674343633358042,7.7426526157854365
1,LarsenC,15.12490327608398,15.385515517860656,8.25369836115894,4.671331807033619
2,Tracy_Tremenchus,16.472650475463805,16.485718343453392,16.50478390684225,15.844707084518205
3,Ronne,17.23456373690217,17.423121557880684,17.5480125261076,17.502086616201858
4,Filchner,16.10191659405862,16.23206718226107,16.05496115286193,16.051590859202843
5,Brunt_Stancomb,18.254466109210483,18.161396688900552,17.872253223804996,17.266248044483746
6,Riiser-Larsen,17.13821396135108,17.07695946306631,17.0905879682345,16.963751315936594
7,Quar,16.811521203249892,16.59727206004838,15.375820177051892,14.147214986815598
8,Ekstrom,17.835676910799915,17.44207721142515,17.31123122036389,17.169156796618978
9,George_VI,16.13814175112563,15.52443622167522,8.93006851636125,5.144847704959544
10,Bach,12.238982874571079,11.703338109004886,7.392077656376037,6.7442734407951725
11,Wilkins,16.449867426363916,14.278988023657437,3.1125465876521345,2.3259662121551727
12,LarsenB,11.26328020375438,11.336434388781756,4.492684447764571,1.1295290898379555
13,Stange,21.570652005046302,21.303925253511004,19.36769300854974,16.598161995278446
14,Venable,25.440177949670563,24.591855430545912,21.562373763885645,13.649889372694016
15,Cosgrove,17.54931843018317,17.6292824241257,15.502200972749536,14.506135260149554
16,Pine_Island,18.28362969860096,18.219976483636835,17.63877535932515,17.462500177503106
17,Thwaites,20.21079707003909,20.24052940902916,20.12760525289558,20.69487530510365
18,Crosson,25.468188935956473,25.466222536958064,25.09766009307206,24.092029570970876
19,Dotson,24.675509884157183,24.361875778079416,23.872854392815128,23.910544026010434
20,Getz,24.05259529317743,23.717371262957244,23.314862508234874,23.22514931827331
21,Nickerson,22.937626097357768,22.731685425247996,20.268069728860056,19.51304291730643
22,Sulzberger,19.88483566571374,19.382933980181576,16.592097438386503,16.61287171813486
23,Ross west,14.851022054073818,14.821088274230846,14.413183404118044,14.096721205821186
24,Ross east,15.059411350182856,15.034822919821913,14.766172784638616,14.4274671589116
25,Drygalski,13.944422397868417,13.816838050186327,11.265614415699357,7.831389212057072
26,Mariner,17.729547125697106,16.813920554085847,11.180929278632233,7.355681520952801
27,Cook,18.62396081865432,18.92461010290621,17.43589043055826,12.16399900486607
28,Mertz,19.742264476809147,19.9990957621487,18.83968543932836,17.559044528676594
29,Totten,24.37493099983594,23.891966701197248,22.84647002508612,22.793205326786353
30,Shackleton,19.066165206416837,19.126321389770677,18.875628254075934,18.404354956298434
31,West,16.948563620195085,16.813617945742557,16.98478764707872,15.904754519908689
32,Abbot,21.979197000691716,21.533742545905792,20.89614458950669,19.3388385400191
33,Amery,14.267766299357394,14.402721948320565,13.642967850544473,13.275376068119739
34,Baudouin,14.30924174472761,14.143420892661648,14.20349201985352,14.319398213921968
35,Borchgrevink,16.164014398114634,16.034459640625762,15.180759966435476,14.601535636378046
36,Lazarev,15.175134288872085,15.38929397025735,14.79714916101133,13.606062538393694
37,Fimbul,16.473054145515633,16.406838731304468,16.154722532921227,15.619170878036591
38,Nivl,15.763637100076178,15.880606129716838,14.863338024520143,10.800991826395503
39,Atka,17.787871334213698,17.266277611034084,16.53720182829386,16.22187242742156
40,Jelbart,18.954211935012985,18.872779596003575,19.728415391675167,19.06899126418589
41,Holmes,24.541275244372923,24.35399077738119,18.386909628208706,10.942876093009723
42,Moscow_University,20.048069386130184,19.457207437335068,17.48768860799125,15.480602372108384
43,Prince_Harald,22.80735023616164,22.301557055430102,18.298558607481056,17.317124491344114
44,Ross Sea,15.145608676142555,15.13210219547363,14.646186584891687,14.259026867496983
45,Ross,14.935725614805465,14.919755868774061,14.532623936284491,14.1917410366921
46,Peninsula,15.81897222837193,15.444693144601974,8.66749903389578,5.469399255551001
47,Ronne-Filchner,16.984636525851755,17.1243486545191,17.225960165056353,17.125531604281072
48,DML,16.815582487087504,16.692702704338174,16.28598384694628,15.740706943736194
49,Amery Region,14.8533212607775,14.949600019461162,14.369907543613357,13.899310195023853
50,Wilkes Land,19.77444967387273,19.648907436587216,18.594846843443968,17.6157520657133
51,Victoria Land,18.42226291662564,18.25753005349543,16.074174539381307,13.373166271573526
52,Amundsen Sea,22.401306240426784,22.021056085281053,21.313262841690943,20.16568630448681
53,all ice shelves,16.473755341712003,16.485050321085765,15.723575117163413,15.277245786778566
